Date,Positve,Negative,Neutral,Total
2017-09-19,21.38888888888889,5.0,73.61111111111111,360
2017-09-20,31.91235059760956,19.322709163346612,48.764940239043824,2510
2017-09-21,36.32130384167637,11.932479627473807,51.74621653084983,1718
2017-09-22,42.707383773928896,11.896080218778486,45.39653600729262,2194
2017-09-23,42.195767195767196,8.333333333333334,49.47089947089947,756
2017-09-24,47.94721407624633,5.571847507331379,46.48093841642229,682
2017-09-25,37.061646363971946,17.128091546696197,45.81026208933186,2709
2017-09-26,34.15271966527197,12.081589958158995,53.76569037656904,1912
2017-09-27,38.28125,8.877840909090908,52.84090909090909,1408
2017-09-28,39.320076972418214,8.21039127645927,52.46953175112252,1559
2017-09-29,42.7040395713108,8.491343775762573,48.804616652926626,1213
2017-09-30,40.497737556561084,7.013574660633484,52.48868778280543,442
2017-10-01,51.57116451016636,6.839186691312385,41.58964879852126,541
2017-10-02,23.96030245746692,7.325141776937619,68.71455576559546,2116
2017-10-03,37.55458515283843,7.336244541484716,55.109170305676855,1145
2017-10-04,41.13883557261676,11.836212412028152,47.02495201535508,1563
2017-10-05,39.03884134298881,5.924950625411455,55.036208031599735,1519
2017-10-06,49.426485922836285,7.40354535974974,43.16996871741397,959
2017-10-07,44.96268656716418,13.992537313432836,41.04477611940298,536
2017-10-08,44.6,7.4,48.0,500
2017-10-09,33.55102040816327,7.673469387755102,58.775510204081634,1225
2017-10-10,36.69432035737077,7.913209955328654,55.392469687300576,1567
2017-10-11,37.94604003481288,10.530896431679722,51.5230635335074,1149
2017-10-12,46.093064091308165,6.409130816505707,47.49780509218613,1139
2017-10-13,41.08251996450754,7.09849157054126,51.8189884649512,1127
2017-10-14,42.217898832684824,5.058365758754864,52.72373540856031,514
2017-10-15,48.0225988700565,2.6365348399246704,49.34086629001883,531
2017-10-16,34.48275862068966,6.494252873563219,59.02298850574713,1740
2017-10-17,41.27594158339738,8.30130668716372,50.42275172943889,1301
2017-10-18,42.292171105730425,7.6674737691686845,50.04035512510089,1239
