Date,Adj_Close,Adj_Volume
1994-04-04,72.0,0.0
1994-04-05,108.0,0.0
1994-04-06,108.0,0.0
1994-04-07,108.0,0.0
1994-04-08,108.0,0.0
1994-04-11,108.0,0.0
1994-04-12,108.0,0.0
1994-04-13,108.0,0.0
1994-04-14,108.0,0.0
1994-04-15,108.0,0.0
1994-04-18,108.0,0.0
1994-04-19,108.0,0.0
1994-04-20,108.0,0.0
1994-04-21,108.0,0.0
1994-04-22,108.0,0.0
1994-04-25,108.0,0.0
1994-04-26,72.0,0.0
1994-04-28,54.0,200.0
1994-04-29,54.0,0.0
1994-05-02,54.0,0.0
1994-05-03,54.0,0.0
1994-05-04,54.0,0.0
1994-05-05,81.0,400.0
1994-05-06,81.0,0.0
1994-05-09,45.0,0.0
1994-05-10,45.0,0.0
1994-05-11,45.0,0.0
1994-05-12,45.0,0.0
1994-05-13,45.0,0.0
1994-05-16,45.0,0.0
1994-05-17,45.0,0.0
1994-05-18,27.0,0.0
1994-05-19,27.0,0.0
1994-05-20,27.0,0.0
1994-05-23,27.0,0.0
1994-05-24,27.0,0.0
1994-05-25,54.0,200.0
1994-05-26,63.0,400.0
1994-05-27,63.0,0.0
1994-05-31,63.0,0.0
1994-06-01,36.0,200.0
1994-06-02,36.0,0.0
1994-06-03,36.0,0.0
1994-06-06,36.0,0.0
1994-06-07,36.0,0.0
1994-06-08,36.0,0.0
1994-06-09,36.0,0.0
1994-06-10,36.0,0.0
1994-06-13,36.0,0.0
1994-06-14,36.0,0.0
1994-06-15,36.0,0.0
1994-06-16,36.0,0.0
1994-06-17,36.0,0.0
1994-06-20,36.0,0.0
1994-06-21,36.0,0.0
1994-06-22,36.0,0.0
1994-06-23,36.0,0.0
1994-06-24,36.0,0.0
1994-06-27,36.0,0.0
1994-06-28,36.0,0.0
1994-06-29,36.0,0.0
1994-06-30,36.0,0.0
1994-07-01,36.0,0.0
1994-07-05,36.0,0.0
1994-07-06,36.0,0.0
1994-07-07,36.0,0.0
1994-07-08,36.0,0.0
1994-07-11,36.0,0.0
1994-07-12,36.0,0.0
1994-07-13,36.0,0.0
1994-07-14,36.0,0.0
1994-07-15,36.0,0.0
1994-07-18,36.0,0.0
1994-07-19,36.0,0.0
1994-07-20,36.0,0.0
1994-07-21,36.0,0.0
1994-07-22,36.0,0.0
1994-07-25,36.0,0.0
1994-07-26,36.0,0.0
1994-07-27,36.0,0.0
1994-07-28,36.0,0.0
1994-07-29,36.0,0.0
1994-08-01,36.0,0.0
1994-08-02,36.0,0.0
1994-08-03,36.0,0.0
1994-08-04,36.0,0.0
1994-08-05,36.0,0.0
1994-08-08,36.0,0.0
1994-08-09,36.0,0.0
1994-08-10,36.0,0.0
1994-08-11,36.0,0.0
1994-08-12,30.0,0.0
1994-08-15,30.0,0.0
1994-08-16,30.0,0.0
1994-08-17,30.0,0.0
1994-08-18,30.0,0.0
1994-08-19,30.0,0.0
1994-08-22,30.0,0.0
1994-08-23,30.0,0.0
1994-08-24,30.0,0.0
1994-08-25,30.0,0.0
1994-08-26,30.0,0.0
1994-08-29,30.0,0.0
1994-08-30,30.0,0.0
1994-08-31,30.0,0.0
1994-09-01,30.0,0.0
1994-09-02,30.0,0.0
1994-09-06,30.0,0.0
1994-09-07,30.0,0.0
1994-09-08,30.0,0.0
1994-09-09,24.0,0.0
1994-09-12,24.0,0.0
1994-09-13,24.0,0.0
1994-09-14,24.0,0.0
1994-09-15,24.0,0.0
1994-09-16,24.0,0.0
1994-09-19,24.0,0.0
1994-09-20,24.0,0.0
1994-09-21,24.0,0.0
1994-09-22,18.0,0.0
1994-09-23,18.0,0.0
1994-09-26,18.0,0.0
1994-09-27,18.0,0.0
1994-09-28,18.0,0.0
1994-09-29,18.0,0.0
1994-09-30,18.0,0.0
1994-10-03,18.0,0.0
1994-10-04,18.0,0.0
1994-10-05,18.0,0.0
1994-10-06,18.0,0.0
1994-10-07,18.0,0.0
1994-10-10,18.0,0.0
1994-10-11,18.0,0.0
1994-10-12,18.0,0.0
1994-10-13,18.0,0.0
1994-10-14,18.0,0.0
1994-10-17,18.0,0.0
1994-10-18,18.0,0.0
1994-10-19,18.0,0.0
1994-10-20,18.0,0.0
1994-10-21,18.0,600.0
1994-10-24,18.0,0.0
1994-10-25,18.0,0.0
1994-10-26,21.0,0.0
1994-10-27,21.0,0.0
1994-10-28,21.0,0.0
1994-10-31,21.0,0.0
1994-11-01,21.0,0.0
1994-11-02,21.0,0.0
1994-11-03,21.0,0.0
1994-11-04,21.0,0.0
1994-11-07,21.0,0.0
1994-11-08,21.0,0.0
1994-11-09,21.0,0.0
1994-11-10,21.0,0.0
1994-11-11,21.0,0.0
1994-11-14,21.0,0.0
1994-11-15,21.0,0.0
1994-11-16,21.0,0.0
1994-11-17,21.0,0.0
1994-11-18,21.0,0.0
1994-11-21,21.0,0.0
1994-11-22,21.0,0.0
1994-11-23,21.0,0.0
1994-11-25,21.0,0.0
