Date,Adj_Close,Adj_Volume
1999-03-10,45.479603008032356,5232000.0
1999-03-11,45.70232388466327,9688600.0
1999-03-12,44.588719501508706,8743600.0
1999-03-15,45.880500585968,6369000.0
1999-03-16,46.281398163903646,4905800.0
1999-03-17,45.92504476129418,3965000.0
1999-03-18,46.81592826781783,4848400.0
1999-03-19,45.61323553401091,7160400.0
1999-03-22,45.07870543009672,5024800.0
1999-03-23,43.488478370952,10962400.0
1999-03-24,44.94507290411817,8447000.0
1999-03-25,46.59320739118692,8133800.0
1999-03-26,46.10322146259892,8256200.0
1999-03-29,47.79590012499385,5113800.0
1999-03-30,47.43954672238439,4940600.0
1999-03-31,46.72683991716548,8256600.0
1999-04-01,47.70681177434148,8715800.0
1999-04-05,49.44403461206261,5697200.0
1999-04-06,49.53312296271497,7522400.0
1999-04-07,49.043137034126964,11923600.0
1999-04-08,49.39949043673643,7952400.0
1999-04-09,49.7112996640197,4946800.0
1999-04-12,49.39949043673643,10934000.0
1999-04-13,48.73132780684369,9962200.0
1999-04-14,47.03864914444875,21253800.0
1999-04-15,47.70681177434148,17650600.0
1999-04-16,46.281398163903646,17274000.0
1999-04-19,44.12546007811641,19460600.0
1999-04-20,45.1232496054229,17413600.0
1999-04-21,47.350458371732024,10940400.0
1999-04-22,48.64223945619132,13630600.0
1999-04-23,49.26585791075787,7064400.0
1999-04-26,50.42400646923862,5421000.0
1999-04-27,49.62221131336734,16482800.0
1999-04-28,47.9295326509724,7676800.0
1999-04-29,47.57317924836294,19148200.0
1999-04-30,47.84044430032004,15295200.0
1999-05-03,47.61772342368913,11109800.0
1999-05-04,46.86047244314402,15428400.0
1999-05-05,48.28588605358186,12642600.0
1999-05-06,46.50411904053456,15173400.0
1999-05-07,47.1722816704273,16430400.0
1999-05-10,47.66226759901531,10604200.0
1999-05-11,48.41951857956041,8800800.0
1999-05-12,49.39949043673643,12507400.0
1999-05-13,48.50860693021278,9864000.0
1999-05-14,47.57317924836294,12205400.0
1999-05-17,48.41951857956041,9906800.0
1999-05-18,48.241341878255675,9267800.0
1999-05-19,48.909504508148416,7985600.0
1999-05-20,47.52863507303676,5997200.0
1999-05-21,47.127737495101115,10958600.0
1999-05-24,45.92504476129418,9569800.0
1999-05-25,44.40608838267136,17771200.0
1999-05-26,45.65777970933709,26772000.0
1999-05-27,45.61323553401091,23334800.0
1999-05-28,46.370486514556006,12969800.0
1999-06-01,45.345970482053815,6960200.0
1999-06-02,46.10322146259892,11996600.0
1999-06-03,45.435058832706176,11147800.0
1999-06-04,46.81592826781783,12987200.0
1999-06-07,47.79590012499385,11491800.0
1999-06-08,46.59320739118692,8134800.0
1999-06-09,47.39500254705821,8384400.0
1999-06-10,46.86047244314402,9392400.0
1999-06-11,45.92504476129418,16567600.0
1999-06-14,45.25688213140145,14136800.0
1999-06-15,45.92504476129418,9147800.0
1999-06-16,48.28588605358186,15060200.0
1999-06-17,48.82041615749605,16278200.0
1999-06-18,49.043137034126964,5392800.0
1999-06-21,50.51309481989099,10565200.0
1999-06-22,48.998592858800784,10862800.0
1999-06-23,49.755843839345886,9607000.0
1999-06-24,48.77587198216987,14988800.0
1999-06-25,48.73132780684369,8635600.0
1999-06-28,49.889476365324434,7666200.0
1999-06-29,50.55763899521717,9000400.0
1999-06-30,51.35943415108845,19467600.0
1999-07-01,51.671243378371734,6822600.0
1999-07-02,52.33940600826447,3302000.0
1999-07-06,52.02759678098119,8794800.0
1999-07-07,52.07214095630738,10520000.0
1999-07-08,52.784847761526294,11225000.0
1999-07-09,53.31937786544049,4206800.0
1999-07-12,53.05211281348339,7816200.0
1999-07-13,52.784847761526294,6230000.0
1999-07-14,53.675731268049944,6909400.0
1999-07-15,54.16571719663795,6539800.0
1999-07-16,54.70024730055214,4913800.0
1999-07-19,54.12117302131177,6833000.0
1999-07-20,52.02759678098119,14837400.0
1999-07-21,52.29486183293829,10980400.0
1999-07-22,50.95853657315281,15148400.0
1999-07-23,51.047624923805174,12115000.0
1999-07-26,49.800388014672066,10720000.0
1999-07-27,50.780359871848084,13732800.0
1999-07-28,51.7603317290241,10161800.0
1999-07-29,50.691271521195716,13033800.0
1999-07-30,50.42400646923862,10947400.0
1999-08-02,50.29037394326008,9642400.0
1999-08-03,49.934020540650614,13005000.0
1999-08-04,49.043137034126964,13227600.0
1999-08-05,49.844932189998254,18695200.0
1999-08-06,49.31040208608406,12392200.0
1999-08-09,48.64223945619132,7983400.0
1999-08-10,48.241341878255675,16767200.0
1999-08-11,49.800388014672066,13101400.0
1999-08-12,49.22131373543169,12715000.0
1999-08-13,51.35943415108845,14342600.0
1999-08-16,51.7603317290241,11470600.0
1999-08-17,52.02759678098119,11408400.0
1999-08-18,51.44852250174082,7035200.0
1999-08-19,50.95853657315281,10157800.0
1999-08-20,51.40397832641464,6920800.0
1999-08-23,53.2748336901143,9652000.0
1999-08-24,53.89845214468086,13891400.0
1999-08-25,54.78933565120451,11352000.0
1999-08-26,53.89845214468086,9753000.0
1999-08-27,53.36392204076667,9635400.0
1999-08-30,52.606671060221565,10141600.0
1999-08-31,53.18574533946194,14590400.0
1999-09-01,53.5420987420714,10752000.0
1999-09-02,53.36392204076667,14583200.0
1999-09-03,55.81385168370671,14195400.0
1999-09-07,55.59113080707579,9009000.0
1999-09-08,54.83387982653069,14303400.0
1999-09-09,55.59113080707579,12677600.0
1999-09-10,56.259293436968534,10251000.0
1999-09-13,55.54658663174961,7240800.0
1999-09-14,55.85839585903289,10022600.0
1999-09-15,54.78933565120451,16096000.0
1999-09-16,54.74479147587833,15371000.0
1999-09-17,56.392925962947075,14506400.0
1999-09-20,56.52655848892563,6187200.0
1999-09-21,55.190233229140155,12265800.0
1999-09-22,55.76930750838053,12441800.0
1999-09-23,53.453010391419035,19766000.0
1999-09-24,53.5420987420714,23570800.0
1999-09-27,53.89845214468086,12608800.0
1999-09-28,54.16571719663795,20622000.0
1999-09-29,53.05211281348339,15557000.0
1999-09-30,53.63118709272376,17604200.0
1999-10-01,53.63118709272376,19607400.0
1999-10-04,54.83387982653069,12434200.0
1999-10-05,55.234777404466335,19526400.0
1999-10-06,56.348381787620895,19098200.0
1999-10-07,56.21474926164235,22013600.0
1999-10-08,56.79382354088272,22523200.0
1999-10-11,57.595618696754016,13016000.0
1999-10-12,56.30383761229472,20182800.0
1999-10-13,54.611158949899774,22570600.0
1999-10-14,54.96751235250924,22130400.0
1999-10-15,53.36392204076667,33703000.0
1999-10-18,52.65121523554775,24714800.0
1999-10-19,52.96302446283103,26657200.0
1999-10-20,54.566614774573594,22486400.0
1999-10-21,55.457498281097244,22454800.0
1999-10-22,55.190233229140155,16589400.0
1999-10-25,55.234777404466335,13855400.0
1999-10-26,54.78933565120451,13542400.0
1999-10-27,54.70024730055214,15225200.0
1999-10-28,56.61564683957799,14103800.0
1999-10-29,58.57559055393003,19000000.0
1999-11-01,58.26378132664675,9681800.0
1999-11-02,58.30832550197293,12834800.0
1999-11-03,59.46647406045368,18752600.0
1999-11-04,60.13463669034641,20048600.0
1999-11-05,60.75825514491297,15134600.0
1999-11-08,61.96094787871989,10890800.0
1999-11-09,61.56005030078425,14629800.0
1999-11-10,62.36184545665554,16561000.0
1999-11-11,63.4754498398101,18501400.0
1999-11-12,64.32178917100757,28646600.0
1999-11-15,64.18815664502903,10909400.0
1999-11-16,65.83629113209778,19126400.0
1999-11-17,64.94540762557413,21683600.0
1999-11-18,66.90535133992616,17738400.0
1999-11-19,67.52896979449271,17939400.0
1999-11-22,66.50445376199052,18841800.0
1999-11-23,66.77171881394761,24047600.0
1999-11-24,68.99892758025673,18617800.0
1999-11-26,69.22164845688765,8045200.0
1999-11-29,68.0634998984069,20485200.0
1999-11-30,65.92537948275015,23702400.0
1999-12-01,66.90535133992616,23205800.0
1999-12-02,69.04347175558291,17229200.0
1999-12-03,70.51342954134695,21444600.0
1999-12-06,71.13704799591349,16018400.0
1999-12-07,71.13704799591349,23397000.0
1999-12-08,70.29070866471604,19563000.0
1999-12-09,70.60251789199931,28445400.0
1999-12-10,71.18159217123969,20428400.0
1999-12-13,72.1615640284157,16209200.0
1999-12-14,70.8697829439564,27760200.0
1999-12-15,72.20610820374188,31797200.0
1999-12-16,73.98787521678918,27219600.0
1999-12-17,74.63822017655144,23892400.0
1999-12-20,75.63600970385794,15392000.0
1999-12-21,79.68952965854055,26003800.0
1999-12-22,79.42226460658345,22313600.0
1999-12-23,80.35769228843328,17543600.0
1999-12-27,79.91225053517145,19281800.0
1999-12-28,79.42226460658345,15346400.0
1999-12-29,82.40672435343768,16512600.0
1999-12-30,81.51584084691403,21887000.0
1999-12-31,81.42675249626167,14464400.0
2000-01-03,84.41121224311588,36345200.0
2000-01-04,78.62046945071216,33786600.0
2000-01-05,78.66501362603834,42496600.0
2000-01-06,71.35976887254441,37134800.0
2000-01-07,80.17951558712855,28138200.0
2000-01-10,82.40672435343768,29675600.0
2000-01-11,78.75410197669072,32546600.0
2000-01-12,76.66052573636013,29050000.0
2000-01-13,81.29311997028312,25165200.0
2000-01-14,83.20851950930897,21898600.0
2000-01-18,83.65396126257079,16752400.0
2000-01-19,85.52481662627045,19006000.0
2000-01-20,84.67847729507298,25958000.0
2000-01-21,85.74753750290137,18698200.0
2000-01-24,81.64947337289257,28340400.0
2000-01-25,82.8521661066995,33276200.0
2000-01-26,79.51135295723581,23095600.0
2000-01-27,80.66950151571656,30739200.0
2000-01-28,76.61598156103395,35313800.0
2000-01-31,79.91225053517145,36014600.0
2000-02-01,82.05037095082821,26417600.0
2000-02-02,82.76307775604714,26169200.0
2000-02-03,85.97025837953228,30579800.0
2000-02-04,86.54933265877266,26640000.0
2000-02-07,87.75202539257958,17761000.0
2000-02-08,91.44919194465274,21999400.0
2000-02-09,88.1974671458414,27258200.0
2000-02-10,91.09283854204327,26341600.0
2000-02-11,88.99926230171269,24876000.0
2000-02-14,88.86562977573415,22814600.0
2000-02-15,89.4892482303007,30572800.0
2000-02-16,89.08835065236505,25310600.0
2000-02-17,91.0037501913909,30080200.0
2000-02-18,87.7074812172534,25271200.0
2000-02-22,87.9747462692105,37226200.0
2000-02-23,92.87460555509057,32170800.0
2000-02-24,94.87909344476878,48868200.0
2000-02-25,92.69642885378583,32617600.0
2000-02-28,92.65188467845965,38216200.0
2000-02-29,95.1018143213997,23978600.0
2000-03-01,95.90360947727099,24468400.0
2000-03-02,93.67640071096186,32739200.0
2000-03-03,98.9326133994514,32017200.0
2000-03-06,99.73440855532269,23268400.0
2000-03-07,98.21990659423247,39471000.0
2000-03-08,99.11079010075612,43512600.0
2000-03-09,102.45160325021982,30101400.0
2000-03-10,102.00616149695799,29750600.0
2000-03-13,99.33351097738704,37544200.0
2000-03-14,95.68088860064007,39106800.0
2000-03-15,91.67191282128364,51202600.0
2000-03-16,96.883581334447,55282200.0
2000-03-17,98.70989252282048,31422400.0
2000-03-20,95.94815365259717,10583600.0
2000-03-21,99.60077602934413,33435100.0
