Date,Positve,Negative,Neutral,Total
2017-09-09,44.44444444444444,0.0,55.55555555555556,18
2017-09-10,32.0,6.666666666666667,61.333333333333336,75
2017-09-11,35.233160621761655,6.7357512953367875,58.031088082901555,193
2017-09-12,36.170212765957444,4.964539007092198,58.86524822695036,141
2017-09-13,43.421052631578945,5.2631578947368425,51.31578947368421,152
2017-09-14,38.122605363984675,12.64367816091954,49.23371647509578,522
2017-09-15,35.74529667149059,11.577424023154848,52.67727930535456,691
2017-09-16,18.75,2.6785714285714284,78.57142857142857,112
2017-09-17,36.75213675213675,5.128205128205129,58.11965811965812,117
2017-09-18,36.86440677966102,9.322033898305085,53.813559322033896,236
2017-09-19,38.56209150326797,9.15032679738562,52.287581699346404,153
2017-09-20,35.53719008264463,9.917355371900827,54.54545454545455,121
2017-09-21,23.529411764705884,3.5294117647058822,72.94117647058823,170
2017-09-22,26.16822429906542,6.542056074766355,67.28971962616822,107
2017-09-23,28.571428571428573,6.349206349206349,65.07936507936508,63
2017-09-24,34.54545454545455,3.6363636363636362,61.81818181818182,55
2017-09-25,19.014084507042252,42.25352112676056,38.732394366197184,142
2017-09-26,30.303030303030305,11.11111111111111,58.58585858585859,99
2017-09-27,24.691358024691358,13.580246913580247,61.72839506172839,81
2017-09-28,18.072289156626507,2.4096385542168677,79.51807228915662,166
2017-09-29,23.88888888888889,35.0,41.111111111111114,180
2017-09-30,26.0,12.0,62.0,50
2017-10-01,42.3963133640553,37.78801843317972,19.81566820276498,217
2017-10-02,33.22147651006711,8.724832214765101,58.053691275167786,298
2017-10-03,31.446540880503143,9.433962264150944,59.119496855345915,159
2017-10-04,51.1764705882353,5.294117647058823,43.529411764705884,170
2017-10-05,38.0,10.5,51.5,200
2017-10-06,22.033898305084747,9.322033898305085,68.64406779661017,118
2017-10-07,25.423728813559322,10.169491525423728,64.40677966101696,59
2017-10-08,18.51851851851852,16.666666666666668,64.81481481481481,54
2017-10-09,24.137931034482758,9.195402298850574,66.66666666666667,87
2017-10-10,28.571428571428573,8.16326530612245,63.265306122448976,49
2017-10-11,36.95652173913044,6.521739130434782,56.52173913043478,46
2017-10-12,32.0,4.0,64.0,50
2017-10-13,27.45098039215686,7.8431372549019605,64.70588235294117,51
2017-10-14,31.25,6.25,62.5,32
2017-10-15,18.42105263157895,21.05263157894737,60.526315789473685,38
2017-10-16,16.923076923076923,4.615384615384615,78.46153846153847,65
2017-10-17,26.666666666666668,5.333333333333333,68.0,75
2017-10-18,27.848101265822784,7.594936708860759,64.55696202531645,79
2017-10-19,27.397260273972602,6.8493150684931505,65.75342465753425,73
2017-10-20,26.582278481012658,7.594936708860759,65.82278481012658,79
2017-10-21,19.607843137254903,17.647058823529413,62.745098039215684,51
2017-10-22,25.925925925925927,9.25925925925926,64.81481481481481,54
2017-10-23,18.6046511627907,9.30232558139535,72.09302325581395,86
2017-10-24,29.11392405063291,10.126582278481013,60.75949367088607,79
2017-10-25,29.896907216494846,6.185567010309279,63.91752577319588,97
2017-10-26,24.65753424657534,16.438356164383563,58.9041095890411,73
2017-10-27,26.25,6.25,67.5,80
2017-10-28,23.076923076923077,5.128205128205129,71.7948717948718,39
2017-10-29,20.0,6.0,74.0,50
2017-10-30,34.48275862068966,3.4482758620689653,62.06896551724138,58
