Date,Positve,Negative,Neutral,Total
2017-09-09,0.0,22.22222222222222,77.77777777777777,9
2017-09-10,21.428571428571427,0.0,78.57142857142857,14
2017-09-11,12.5,0.0,87.5,24
2017-09-12,13.333333333333334,3.3333333333333335,83.33333333333333,30
2017-09-13,26.470588235294116,5.882352941176471,67.6470588235294,34
2017-09-14,30.76923076923077,0.0,69.23076923076923,26
2017-09-15,28.94736842105263,2.6315789473684212,68.42105263157895,38
2017-09-16,16.666666666666668,4.166666666666667,79.16666666666667,24
2017-09-17,15.625,12.5,71.875,32
2017-09-18,16.666666666666668,4.166666666666667,79.16666666666667,24
2017-09-19,5.882352941176471,23.529411764705884,70.58823529411765,17
2017-09-20,14.285714285714286,17.857142857142858,67.85714285714286,28
2017-09-21,19.23076923076923,7.6923076923076925,73.07692307692308,26
2017-09-22,10.714285714285714,3.5714285714285716,85.71428571428571,28
2017-09-23,15.0,5.0,80.0,20
2017-09-24,14.285714285714286,21.428571428571427,64.28571428571429,14
2017-09-25,32.0,0.0,68.0,25
2017-09-26,26.08695652173913,0.0,73.91304347826087,23
2017-09-27,23.076923076923077,0.0,76.92307692307692,26
2017-09-28,20.0,12.0,68.0,25
2017-09-29,20.689655172413794,13.793103448275861,65.51724137931035,29
2017-09-30,14.285714285714286,0.0,85.71428571428571,28
2017-10-01,8.333333333333334,16.666666666666668,75.0,24
2017-10-02,23.076923076923077,7.6923076923076925,69.23076923076923,39
2017-10-03,11.11111111111111,16.666666666666668,72.22222222222223,36
2017-10-04,27.272727272727273,6.0606060606060606,66.66666666666667,33
2017-10-05,19.48051948051948,5.194805194805195,75.32467532467533,77
2017-10-06,29.09090909090909,14.545454545454545,56.36363636363637,55
2017-10-07,11.764705882352942,5.882352941176471,82.3529411764706,34
2017-10-08,10.344827586206897,3.4482758620689653,86.20689655172414,29
2017-10-09,44.61538461538461,1.5384615384615385,53.84615384615385,65
2017-10-10,35.84905660377358,3.7735849056603774,60.37735849056604,53
2017-10-11,37.423312883435585,10.429447852760736,52.147239263803684,163
2017-10-12,25.789473684210527,12.631578947368421,61.578947368421055,190
2017-10-13,30.864197530864196,1.2345679012345678,67.90123456790124,81
2017-10-14,17.307692307692307,5.769230769230769,76.92307692307692,52
2017-10-15,17.073170731707318,4.878048780487805,78.04878048780488,82
2017-10-16,18.0,6.0,76.0,50
2017-10-17,42.25352112676056,4.225352112676056,53.521126760563384,71
2017-10-18,32.53012048192771,25.301204819277107,42.16867469879518,83
2017-10-19,35.416666666666664,13.541666666666666,51.041666666666664,96
