Date,Positve,Negative,Neutral,Total
2017-09-09,70.50359712230215,7.194244604316546,22.302158273381295,139
2017-09-10,47.75928297055058,13.572343149807939,38.668373879641486,781
2017-09-11,44.856459330143544,7.535885167464115,47.60765550239235,836
2017-09-12,45.913978494623656,9.03225806451613,45.053763440860216,930
2017-09-13,46.63265306122449,8.673469387755102,44.69387755102041,980
2017-09-14,50.75757575757576,7.828282828282828,41.41414141414141,792
2017-09-15,50.13513513513514,9.72972972972973,40.13513513513514,740
2017-09-16,45.916114790286976,12.141280353200884,41.94260485651214,453
2017-09-17,40.85850556438792,12.718600953895072,46.42289348171701,629
2017-09-18,49.89539748953975,7.426778242677824,42.67782426778243,956
2017-09-19,49.220489977728285,7.349665924276169,43.42984409799555,898
2017-09-20,35.38268506900878,17.94228356336261,46.675031367628605,797
2017-09-21,42.5531914893617,7.598784194528875,49.848024316109424,658
2017-09-22,50.18867924528302,8.11320754716981,41.698113207547166,530
2017-09-23,38.41642228739003,6.744868035190616,54.83870967741935,341
2017-09-24,43.301435406698566,11.004784688995215,45.69377990430622,418
2017-09-25,34.87133984028394,14.108251996450754,51.02040816326531,1127
2017-09-26,35.77154308617234,8.71743486973948,55.51102204408818,998
2017-09-27,46.2877030162413,11.252900232018561,42.45939675174014,862
2017-09-28,43.644716692189895,9.03522205206738,47.32006125574273,653
2017-09-29,38.17365269461078,17.81437125748503,44.01197604790419,668
2017-09-30,31.67082294264339,12.468827930174564,55.86034912718205,401
2017-10-01,32.904411764705884,10.661764705882353,56.43382352941177,544
2017-10-02,36.96236559139785,11.96236559139785,51.075268817204304,744
2017-10-03,39.88919667590028,10.387811634349031,49.72299168975069,722
2017-10-04,40.843023255813954,9.883720930232558,49.27325581395349,688
2017-10-05,42.51893939393939,8.049242424242424,49.43181818181818,1056
2017-10-06,41.78321678321678,9.965034965034965,48.25174825174825,572
2017-10-07,40.74074074074074,14.197530864197532,45.06172839506173,324
2017-10-08,35.30864197530864,14.814814814814815,49.876543209876544,405
2017-10-09,31.9377990430622,21.5311004784689,46.5311004784689,836
2017-10-10,43.92265193370166,13.397790055248619,42.67955801104972,724
2017-10-11,46.26038781163435,9.97229916897507,43.767313019390585,722
2017-10-12,41.68865435356201,9.366754617414248,48.94459102902375,758
2017-10-13,39.20335429769392,9.433962264150944,51.36268343815514,477
2017-10-14,51.724137931034484,7.816091954022989,40.45977011494253,435
2017-10-15,41.1764705882353,10.588235294117647,48.23529411764706,425
2017-10-16,35.61643835616438,8.592777085927771,55.79078455790785,803
2017-10-17,49.334945586457074,7.134220072551391,43.53083434099153,827
2017-10-18,38.8814913448735,7.323568575233023,53.79494007989347,751
2017-10-19,37.60932944606414,10.932944606413994,51.457725947521865,686
2017-10-20,39.150227617602425,10.925644916540213,49.92412746585736,659
2017-10-21,36.63101604278075,12.834224598930481,50.53475935828877,374
2017-10-22,35.214446952595935,15.349887133182845,49.43566591422122,443
2017-10-23,35.59950556242274,7.787391841779975,56.61310259579728,809
2017-10-24,32.38341968911917,13.860103626943005,53.75647668393783,772
2017-10-25,40.89219330855018,11.245353159851302,47.86245353159851,1076
2017-10-26,35.90285110876452,9.186906019007392,54.91024287222809,1894
2017-10-27,39.6570796460177,7.356194690265487,52.98672566371681,1808
2017-10-28,33.969465648854964,10.687022900763358,55.343511450381676,524
2017-10-29,29.021558872305143,9.45273631840796,61.5257048092869,603
2017-10-30,33.072625698324025,10.949720670391061,55.977653631284916,895
2017-10-31,36.0699865410498,7.94078061911171,55.98923283983849,743
2017-11-01,35.72359843546284,7.040417209908735,57.23598435462842,767
2017-11-02,42.47246022031824,8.935128518971847,48.592411260709916,817
2017-11-03,37.56019261637239,8.507223113964686,53.93258426966292,623
