Date,Positve,Negative,Neutral,Total
2017-09-09,18.548387096774192,6.451612903225806,75.0,124
2017-09-10,9.747899159663865,3.19327731092437,87.05882352941177,595
2017-09-11,22.959183673469386,5.86734693877551,71.1734693877551,784
2017-09-12,19.309262166405023,3.767660910518053,76.92307692307692,637
2017-09-13,17.892644135188867,5.566600397614314,76.54075546719682,503
2017-09-14,21.603563474387528,5.567928730512249,72.82850779510022,449
2017-09-15,21.92982456140351,3.9473684210526314,74.12280701754386,456
2017-09-16,15.513126491646778,4.534606205250597,79.95226730310263,419
2017-09-17,14.319809069212411,5.011933174224343,80.66825775656325,419
2017-09-18,23.517382413087933,5.112474437627812,71.37014314928426,489
2017-09-19,21.696252465483234,4.536489151873767,73.76725838264299,507
2017-09-20,22.0125786163522,6.540880503144654,71.44654088050315,795
2017-09-21,19.285714285714285,3.392857142857143,77.32142857142857,560
2017-09-22,18.687872763419485,7.355864811133201,73.95626242544732,503
2017-09-23,17.753623188405797,4.3478260869565215,77.89855072463769,552
2017-09-24,15.84,6.4,77.76,625
2017-09-25,22.86158631415241,6.687402799377916,70.45101088646967,643
2017-09-26,18.464052287581698,4.411764705882353,77.12418300653594,612
2017-09-27,22.016460905349795,5.555555555555555,72.42798353909465,486
2017-09-28,20.58252427184466,3.3009708737864076,76.11650485436893,515
2017-09-29,22.77227722772277,6.336633663366337,70.89108910891089,505
2017-09-30,14.486921529175051,4.0241448692152915,81.48893360160966,497
2017-10-01,16.288659793814432,3.711340206185567,80.0,485
2017-10-02,18.25153374233129,5.214723926380368,76.53374233128834,652
2017-10-03,17.960426179604262,5.0228310502283104,77.01674277016743,657
2017-10-04,18.063583815028903,6.502890173410405,75.43352601156069,692
2017-10-05,21.28463476070529,5.793450881612091,72.92191435768262,794
2017-10-06,25.130208333333332,7.552083333333333,67.31770833333333,768
2017-10-07,20.845921450151057,6.193353474320242,72.9607250755287,662
2017-10-08,15.242881072026801,5.527638190954774,79.22948073701842,597
2017-10-09,14.893617021276595,4.964539007092198,80.1418439716312,705
2017-10-10,22.058823529411764,3.9215686274509802,74.01960784313725,612
2017-10-11,23.312101910828027,4.585987261146497,72.10191082802548,785
2017-10-12,24.335106382978722,6.117021276595745,69.54787234042553,752
2017-10-13,18.95306859205776,3.068592057761733,77.9783393501805,554
2017-10-14,20.260223048327138,3.159851301115242,76.57992565055763,538
2017-10-15,16.27260083449235,7.232267037552155,76.4951321279555,719
2017-10-16,20.76502732240437,4.098360655737705,75.13661202185793,732
2017-10-17,26.2652705061082,4.712041884816754,69.02268760907505,1146
2017-10-18,16.40316205533597,2.569169960474308,81.02766798418972,1012
2017-10-19,20.37037037037037,4.62962962962963,75.0,864
2017-10-20,22.182254196642685,4.676258992805756,73.14148681055156,834
2017-10-21,20.60702875399361,4.15335463258786,75.23961661341853,626
2017-10-22,15.753424657534246,4.4520547945205475,79.79452054794521,584
2017-10-23,22.9901269393512,3.1029619181946404,73.90691114245416,709
2017-10-24,21.643835616438356,4.383561643835616,73.97260273972603,730
2017-10-25,23.587570621468927,3.531073446327684,72.88135593220339,708
2017-10-26,18.14254859611231,4.751619870410368,77.10583153347733,463
2017-10-27,26.616915422885572,3.9800995024875623,69.40298507462687,402
2017-10-28,16.54501216545012,2.4330900243309004,81.02189781021897,411
2017-10-29,14.380530973451327,6.415929203539823,79.20353982300885,452
