Date,Positve,Negative,Neutral,Total
2017-09-30,9.523809523809524,14.285714285714286,76.19047619047619,21
2017-10-01,32.68892794376099,6.854130052724077,60.45694200351494,569
2017-10-02,37.08873379860419,7.577268195413759,55.33399800598205,1003
2017-10-03,38.159879336349924,11.085972850678733,50.75414781297134,1326
2017-10-04,36.16858237547893,10.727969348659004,53.10344827586207,1305
2017-10-05,47.9390175042349,7.227555053642011,44.833427442123096,1771
2017-10-06,34.62804476629361,11.586570111915734,53.785385121790654,1519
2017-10-07,31.26843657817109,9.144542772861357,59.58702064896755,678
2017-10-08,29.49932341001353,4.194857916102841,66.30581867388362,739
2017-10-09,31.295253419147226,8.608205953338697,60.09654062751408,1243
2017-10-10,33.644133644133646,6.993006993006993,59.36285936285936,1287
2017-10-11,36.01449275362319,11.08695652173913,52.89855072463768,1380
2017-10-12,40.16445287792536,9.044908285895003,50.79063883617963,1581
2017-10-13,40.61538461538461,8.076923076923077,51.30769230769231,1300
2017-10-14,30.084033613445378,7.0588235294117645,62.857142857142854,595
2017-10-15,33.333333333333336,6.358381502890174,60.308285163776496,519
2017-10-16,32.789855072463766,7.971014492753623,59.23913043478261,1104
2017-10-17,34.310344827586206,10.948275862068966,54.741379310344826,1160
2017-10-18,36.0,10.181818181818182,53.81818181818182,1375
2017-10-19,32.90870488322717,9.624911535739562,57.46638358103326,1413
2017-10-20,31.818181818181817,8.879492600422832,59.30232558139535,946
2017-10-21,39.183055975794254,7.564296520423601,53.25264750378215,661
2017-10-22,32.520325203252035,8.617886178861788,58.86178861788618,615
2017-10-23,32.56150506512301,12.807525325615051,54.63096960926194,1382
2017-10-24,34.01139137510171,8.54353132628153,57.44507729861676,1229
2017-10-25,33.67071524966262,12.078272604588394,54.25101214574899,1482
2017-10-26,39.20485919381557,10.877967973495306,49.917172832689126,3622
2017-10-27,36.374815543531724,9.41957697983276,54.205607476635514,4066
2017-10-28,33.50840336134454,7.142857142857143,59.34873949579832,952
2017-10-29,33.03684879288437,5.5908513341804325,61.372299872935194,787
2017-10-30,30.215827338129497,16.546762589928058,53.23741007194245,1390
2017-10-31,32.86093888396811,8.060230292294065,59.078830823737825,1129
2017-11-01,32.402234636871505,12.529928172386272,55.06783719074222,1253
2017-11-02,36.67883211678832,8.85036496350365,54.47080291970803,1096
2017-11-03,40.572390572390574,11.447811447811448,47.97979797979798,1188
