Date,Open,High,Low,Close,Adj Close,Volume
2008-01-02,146.529999,146.990005,143.880005,144.929993,113.806908,204935600
2008-01-03,144.910004,145.490005,144.070007,144.860001,113.751953,125133300
2008-01-04,143.339996,143.440002,140.910004,141.309998,110.964272,232330900
2008-01-07,141.809998,142.229996,140.100006,141.190002,110.870056,234991000
2008-01-08,142.080002,142.899994,138.440002,138.910004,109.079704,326365700
2008-01-09,139.089996,140.789993,137.699997,140.369995,110.226143,301824900
2008-01-10,139.679993,142.800003,139.369995,141.289993,110.948570,335701200
2008-01-11,140.779999,141.899994,139.000000,140.149994,110.053398,267076600
2008-01-14,141.160004,141.860001,140.399994,141.279999,110.940712,170365500
2008-01-15,139.789993,141.490005,137.899994,138.169998,108.498596,239940100
2008-01-16,137.360001,139.119995,136.279999,136.979996,107.564117,378802600
2008-01-17,137.809998,137.880005,132.929993,133.429993,104.776482,397892600
2008-01-18,134.740005,135.020004,131.100006,132.059998,103.700676,348561500
2008-01-22,127.209999,132.429993,126.000000,130.720001,102.648460,435923700
2008-01-23,127.089996,134.190002,126.839996,133.860001,105.114143,511913000
2008-01-24,134.479996,135.460007,133.309998,134.990005,106.001472,259949300
2008-01-25,136.509995,136.759995,132.600006,133.039993,104.470238,269603900
2008-01-28,133.259995,135.520004,132.059998,135.240005,106.197815,217934600
2008-01-29,136.100006,136.449997,134.880005,135.910004,106.723923,168968300
2008-01-30,135.580002,138.539993,134.600006,134.910004,105.938660,334939200
2008-01-31,133.399994,138.539993,133.199997,137.369995,107.870369,343680800
2008-02-01,137.940002,139.610001,137.520004,139.580002,109.605812,206843600
2008-02-04,139.210007,139.300003,137.639999,137.820007,108.223732,124694300
2008-02-05,135.940002,136.250000,133.669998,134.130005,105.326195,286882500
2008-02-06,134.580002,135.250000,132.410004,133.050003,104.478096,250792900
2008-02-07,131.800003,134.789993,131.729996,133.929993,105.169121,297368100
2008-02-08,133.089996,134.220001,132.100006,133.070007,104.493813,221643500
2008-02-11,133.100006,134.229996,132.039993,133.750000,105.027756,188576300
2008-02-12,134.910004,136.309998,133.979996,134.990005,106.001472,256654400
2008-02-13,136.009995,137.059998,135.139999,136.369995,107.085129,181967800
2008-02-14,136.949997,137.000000,134.789993,135.169998,106.142822,215207200
2008-02-15,134.500000,135.220001,133.910004,135.139999,106.119263,154110300
2008-02-19,136.720001,136.889999,134.610001,135.520004,106.417641,145190000
2008-02-20,133.990005,136.550003,133.759995,135.919998,106.731766,220085700
2008-02-21,136.660004,137.009995,134.070007,134.789993,105.844429,201051200
2008-02-22,134.970001,135.850006,132.860001,135.619995,106.496170,205491000
2008-02-25,135.539993,137.649994,134.779999,137.330002,107.838951,190107000
2008-02-26,136.750000,138.949997,136.500000,138.360001,108.647812,212420700
2008-02-27,137.559998,139.139999,137.410004,138.220001,108.537819,168395800
2008-02-28,137.240005,137.960007,136.550003,136.869995,107.477760,170831100
2008-02-29,135.600006,135.679993,132.779999,133.820007,105.082741,252715200
2008-03-03,133.139999,133.809998,132.240005,133.500000,104.831459,189483500
2008-03-04,132.229996,133.399994,130.990005,132.990005,104.430977,282513100
2008-03-05,133.419998,134.770004,132.339996,133.830002,105.090599,270681400
2008-03-06,132.979996,133.220001,130.550003,131.059998,102.915421,247911700
2008-03-07,129.770004,131.740005,128.580002,129.710007,101.855354,326434600
2008-03-10,129.839996,129.929993,127.589996,128.000000,100.512566,235683600
2008-03-11,130.720001,132.720001,128.949997,132.600006,104.124748,341440600
2008-03-12,132.740005,133.770004,131.160004,131.360001,103.151016,229161100
2008-03-13,129.610001,132.639999,128.600006,131.649994,103.378731,351504200
2008-03-14,132.770004,132.809998,127.779999,129.610001,101.776794,484687800
2008-03-17,126.570000,129.259995,126.070000,128.300003,100.748131,405311100
2008-03-18,130.619995,133.690002,129.979996,133.630005,104.933533,334416600
2008-03-19,134.139999,134.649994,130.039993,130.320007,102.334351,345971600
2008-03-20,130.050003,132.910004,129.259995,132.080002,104.229881,245320700
2008-03-24,133.309998,135.809998,133.240005,134.720001,106.313202,208977300
2008-03-25,134.860001,135.550003,133.770004,134.850006,106.415787,192947200
2008-03-26,134.460007,135.089996,133.110001,133.199997,105.113701,196934300
2008-03-27,134.199997,134.440002,132.360001,132.779999,104.782257,225153200
2008-03-28,132.990005,133.360001,131.059998,131.509995,103.780060,180896100
2008-03-31,131.289993,132.729996,131.089996,131.970001,104.143059,166692100
2008-04-01,133.610001,136.839996,133.509995,136.610001,107.804665,254547300
2008-04-02,137.050003,137.669998,135.979996,136.699997,107.875694,210910800
2008-04-03,135.960007,137.440002,135.710007,137.039993,108.144043,175884800
2008-04-04,137.119995,137.960007,136.119995,136.889999,108.025620,204446800
2008-04-07,137.869995,138.570007,136.740005,136.960007,108.080864,154245500
2008-04-08,136.190002,136.919998,135.949997,136.820007,107.970406,148937300
2008-04-09,136.610001,136.800003,134.889999,135.830002,107.189110,195610600
2008-04-10,135.419998,136.669998,134.899994,136.020004,107.339096,192967800
2008-04-11,134.490005,135.119995,133.009995,133.380005,105.255753,222973300
2008-04-14,133.190002,133.539993,132.550003,132.929993,104.900650,160522000
2008-04-15,133.580002,133.690002,132.330002,133.240005,105.145279,172389200
2008-04-16,134.539993,136.910004,134.520004,136.850006,107.994095,189268900
2008-04-17,136.020004,137.250000,135.660004,137.050003,108.151894,179665700
2008-04-18,138.940002,139.559998,138.259995,138.479996,109.280403,218530600
2008-04-21,138.229996,138.979996,137.850006,138.550003,109.335594,118587400
2008-04-22,138.190002,138.309998,136.899994,137.940002,108.854248,162166000
2008-04-23,138.089996,138.779999,137.119995,137.720001,108.680634,193309000
2008-04-24,138.080002,139.740005,137.039993,138.320007,109.154106,229381300
2008-04-25,139.399994,139.889999,137.910004,139.600006,110.164215,190788100
2008-04-28,139.880005,140.250000,139.380005,139.630005,110.187912,105610200
2008-04-29,139.389999,139.729996,138.610001,139.080002,109.753899,125514100
2008-04-30,139.289993,140.589996,138.259995,138.259995,109.106758,208395900
2008-05-01,138.380005,141.119995,138.270004,141.119995,111.363716,187279500
2008-05-02,142.339996,142.369995,140.559998,141.509995,111.671455,181585500
2008-05-05,141.050003,141.610001,140.410004,140.830002,111.134842,118504500
2008-05-06,140.020004,142.199997,139.690002,142.050003,112.097626,179339800
2008-05-07,141.889999,142.039993,139.130005,139.520004,110.101120,199267300
2008-05-08,139.740005,140.320007,138.979996,139.160004,109.816994,178321200
2008-05-09,138.600006,139.389999,138.449997,138.899994,109.611824,152588200
2008-05-12,139.250000,140.559998,138.729996,140.460007,110.842888,147865900
2008-05-13,140.800003,140.889999,139.729996,140.479996,110.858696,159132200
2008-05-14,141.070007,142.199997,140.460007,140.770004,111.087509,181910800
2008-05-15,141.039993,142.630005,140.830002,142.529999,112.476418,166927000
2008-05-16,142.860001,142.869995,141.610001,142.660004,112.579048,204236800
2008-05-19,142.809998,144.300003,142.300003,143.050003,112.886780,165664400
2008-05-20,142.270004,142.339996,141.000000,141.889999,111.971352,178552100
2008-05-21,141.809998,142.119995,139.000000,139.490005,110.077408,252724800
2008-05-22,139.429993,140.169998,139.000000,139.509995,110.093201,170820400
2008-05-23,139.050003,139.660004,137.520004,137.639999,108.617500,181376400
2008-05-27,137.800003,139.000000,137.529999,138.660004,109.422386,168322900
2008-05-28,139.169998,140.000000,138.000000,139.300003,109.927467,181288100
2008-05-29,139.130005,140.929993,139.080002,140.000000,110.479866,173927200
2008-05-30,140.470001,140.740005,139.940002,140.350006,110.756058,117362000
2008-06-02,139.830002,139.860001,138.000000,138.899994,109.611824,181069900
2008-06-03,139.300003,139.619995,137.229996,138.089996,108.972610,271965700
2008-06-04,137.699997,139.160004,137.460007,138.020004,108.917404,246637700
2008-06-05,138.580002,140.889999,138.320007,140.779999,111.095406,237867100
2008-06-06,139.550003,139.800003,136.220001,136.289993,107.552177,384276300
2008-06-09,136.860001,137.500000,135.410004,136.619995,107.812553,228263900
2008-06-10,135.669998,137.100006,135.350006,135.940002,107.275948,260234900
2008-06-11,135.970001,136.259995,133.929993,133.940002,105.697662,283890100
2008-06-12,134.600006,135.869995,133.520004,134.449997,106.100136,252791800
2008-06-13,135.169998,136.520004,134.419998,136.149994,107.441658,244726900
2008-06-16,135.550003,136.929993,135.460007,136.229996,107.504807,185832500
2008-06-17,137.070007,137.119995,135.369995,135.570007,106.983994,191707700
2008-06-18,134.690002,135.520004,133.710007,134.250000,105.942314,265893000
2008-06-19,134.149994,135.240005,133.500000,134.419998,106.076447,304204900
2008-06-20,132.839996,133.089996,131.220001,131.580002,104.354668,289275700
2008-06-23,132.089996,132.229996,131.320007,131.449997,104.251556,165096400
2008-06-24,131.050003,132.440002,130.190002,131.190002,104.045364,267300600
